标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
泥浆比重计	用途：泥浆比重测量		工具/测量工具	套	泥浆比重计	C	量程/精度缺失，无法稳定区分泥浆比重计SKU
高压胶管	规格：100；形态：胶管		液压/高压管路	米	100高压胶管	C	压力等级/层数缺失，无法稳定区分高压胶管SKU
高压接头	规格：100；类型：接头		液压/高压管路	个	100高压接头	C	螺纹/连接形式/压力等级缺失，无法稳定区分高压接头SKU
加厚铝合金扣	规格：100；材质：铝合金；特征：加厚		液压/高压管路	个	100加厚铝合金扣	C	连接形式/适配对象缺失，无法稳定区分铝合金扣SKU
加厚铜接头	规格：100；材质：铜；特征：加厚		液压/高压管路	个	100加厚铜头	C	连接形式/螺纹或接口缺失，无法稳定区分铜接头SKU
高强度螺丝	规格：M30*100；强度等级：12.9		紧固件/螺丝	个	M30*100/12.9级螺丝	C	头型/材质/表面处理缺失，无法稳定区分高强度螺丝SKU
螺母	规格：M30		紧固件/螺母	个	30螺母	C	材质/强度等级缺失，无法稳定区分螺母SKU
垫片	规格：M30		紧固件/垫圈	个	30垫片	C	平垫/弹垫/材质缺失，无法稳定区分垫片SKU
隔环加工件	加工：是；型号/规格：2350；部件：隔环		定制件/机械加工件	个	加工隔环2350	C	图纸/材质/完整尺寸缺失，定制件无法唯一确定SKU
无缝钢管	外径：76mm；壁厚：8mm		钢材/钢管	米	76*8MM无缝管	B	材质/执行标准缺失，按外径和壁厚先建候选
高强度螺丝	规格：M30*80；强度等级：10.8		紧固件/螺丝	个	M30*80/10.8级螺丝	C	头型/材质/表面处理缺失，无法稳定区分高强度螺丝SKU
扁平吊装带	额定载荷：2T；长度：2米；颜色：彩色		吊装索具/吊带	条	彩色吊带2T*2米	B	材质/安全系数缺失，按载荷和长度先建候选
手拉葫芦	额定载荷：2T；链长：3米		吊装索具/葫芦	台	2T*3米手拉葫芦	B	品牌/认证标准缺失，按载荷和链长先建候选
垃圾袋	规格：120		行政后勤/清洁用品	个	120垃圾袋	C	完整尺寸/厚度/包装数量缺失，无法稳定区分垃圾袋SKU
金属测绳	材质：金属；类型：测绳		工具/测量工具	米	金属测绳	C	量程/刻度精度缺失，单位按原表米保留需复核
扁平吊装带	执行标准：国标；额定载荷：5T；长度：8米；颜色：彩色		吊装索具/吊带	条	国标彩色吊带5T*8米	B	材质/安全系数缺失，按载荷、长度和国标描述先建候选
安全网	尺寸：6*1.8米；特征：加厚		安全防护/防护网	张	6*1.8米加厚安全网	C	材质/网孔/执行标准缺失，无法稳定区分安全网SKU
清洗剂泵头	品牌：黑猫；用途：清洗剂；部件：泵头		清洗设备/配件	个	黑猫清洗剂泵头	C	适配型号/接口缺失，无法稳定区分泵头SKU
游标卡尺	品牌：得力；量程：300mm；精度等级：高精度		工具/测量工具	支	300mm得力高精度卡尺	B	具体精度/型号缺失，按品牌、量程和高精度描述先建候选
尼龙绳	规格：16；材质：尼龙		绳索/尼龙绳	米	16尼龙绳	C	规格16未说明直径/单位，承载/编织结构缺失
高压胶水带	规格：65；颜色：蓝色；特征：加厚		液压/高压管路	米	65加厚蓝色胶水带	C	“胶水带”是否为胶水管/胶管需确认，压力等级缺失
高压外丝堵头	规格：25；连接：外丝；类型：堵头		液压/高压管路	个	25高压外丝堵头	C	螺纹标准/压力等级缺失，无法稳定区分高压堵头SKU
高压球阀	品牌：埃美柯；规格：20；类型：高压球阀		阀门/球阀	个	20埃美柯高压球阀	C	材质/压力等级/连接形式缺失，无法稳定区分高压球阀SKU
高压对丝	规格：20；类型：对丝		液压/高压管路	个	20高压对丝	C	螺纹标准/压力等级缺失，无法稳定区分高压对丝SKU
聚氨酯堵漏主剂	材料：聚氨酯；用途：堵漏；组分：主剂		化工原料/堵漏材料	斤	堵漏聚氨酯主剂	C	包装规格/配比/品牌缺失，无法稳定区分聚氨酯堵漏主剂SKU
聚氨酯堵漏副剂	材料：聚氨酯；用途：堵漏；组分：副剂		化工原料/堵漏材料	斤	堵漏聚氨酯副剂	C	包装规格/配比/品牌缺失，无法稳定区分聚氨酯堵漏副剂SKU
双快水泥	类型：双快水泥		建材/水泥砂浆	包	双快水泥	C	强度等级/包装重量缺失，无法稳定区分双快水泥SKU
铝合金枪头	规格：65；材质：铝合金；部件：枪头		注浆设备/配件	套	65铝合金枪头	C	适配设备/接口缺失，无法稳定区分枪头SKU
聚氨酯枪头	用途：聚氨酯注浆；部件：枪头		注浆设备/配件	个	聚氨酯枪头	C	规格/接口/适配设备缺失，无法稳定区分聚氨酯枪头SKU
齿轮泵	功率：2.2kW；类型：齿轮泵		设备备件/泵	台	2.2千瓦齿轮泵	C	流量/压力/接口/型号缺失，无法唯一确定齿轮泵SKU
高压水管	规格：100；用途：高压水		液压/高压管路	米	100高压水管	C	压力等级/材质/层数缺失，无法稳定区分高压水管SKU
钻头	直径：10mm；长度：200mm		工具/钻头	个	10*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：12mm；长度：200mm		工具/钻头	个	12*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：14mm；长度：200mm		工具/钻头	个	14*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：16mm；长度：200mm		工具/钻头	个	16*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
注浆管接头	用途：注浆；部件：管头/接头		注浆设备/配件	个	注浆管头子	C	规格/接口/材质缺失，无法稳定区分注浆管接头SKU
胶钳	品牌：世达；规格：200mm；类型：胶钳		工具/手动工具	个	200世达胶钳	C	准确品类是否钢丝钳/胶柄钳需确认，影响SKU归一
注浆枪头	用途：注浆；部件：枪头		注浆设备/配件	个	注浆枪头	C	规格/接口/适配设备缺失，无法稳定区分注浆枪头SKU
尖嘴钳	品牌：世达；类型：尖嘴钳		工具/手动工具	个	世达尖嘴钳	C	长度/型号缺失，无法稳定区分尖嘴钳SKU
高压球阀	品牌：埃美柯；规格：25；类型：高压球阀		阀门/球阀	个	25埃美柯高压球阀	C	材质/压力等级/连接形式缺失，无法稳定区分高压球阀SKU
钢丝软管	规格：25；结构：钢丝增强		液压/高压管路	米	25钢丝管	C	压力等级/层数/材质缺失，无法稳定区分钢丝软管SKU
转换宝塔接头	类型：宝塔头；用途：转换接头		液压/高压管路	套	转换宝塔头	C	两端规格/材质/压力等级缺失，无法稳定区分转换宝塔接头SKU
高压胶管	规格：50；结构等级：4SH		液压/高压管路	米	50*4SH高压胶管	B	压力等级/执行标准缺失，按规格和4SH结构先建候选；单位为米时接头形式需复核
胶管接头	规格：100；类型：胶管接头		液压/高压管路	套	100胶管接头	C	连接形式/材质/压力等级缺失，无法稳定区分胶管接头SKU
钻头	直径：20mm；长度：800mm		工具/钻头	个	20*800钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
棉被	类型：棉被		行政后勤/生活用品	个	棉被	C	尺寸/重量/用途缺失，无法稳定区分棉被SKU
防护服	特征：加厚；款式：连体		劳保耗材/防护服	套	加厚连体裤	C	材质/尺码/防护等级缺失，无法稳定区分防护服SKU
高压堵头	螺纹：M36*2；连接：内丝		液压/高压管路	个	M36*2高压内丝堵头	C	压力等级/材质缺失，可能影响高压堵头SKU区分
高压堵头	螺纹：M36*2；连接：外丝		液压/高压管路	个	M36*2高压外丝堵头	C	压力等级/材质缺失，可能影响高压堵头SKU区分
压力表	量程/压力：60公斤		仪表/压力仪表	个	60公斤压力表	C	量程标准单位、接口、表径、精度缺失，无法稳定区分压力表SKU
螺纹接头	螺纹：M20*1.5		液压/高压管路	个	M20*1.5接头	C	连接形式/材质/压力等级缺失，可能影响螺纹接头SKU区分
三通	规格：25；材质：不锈钢		管件/不锈钢管件	个	25三通不锈钢	C	不锈钢牌号及连接方式缺失，可能影响三通SKU区分
胶管总成	螺纹/规格：36*2；层数：2层；长度：12米		液压/高压管路	根	胶管36*2-2层-12米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：17.7米		液压/高压管路	根	胶管36*2-2层-17.7米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：5.2米		液压/高压管路	根	胶管36*2-2层-5.2米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：7.9米		液压/高压管路	根	胶管36*2-2层-7.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：15.9米		液压/高压管路	根	胶管36*2-2层-15.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：2.3米		液压/高压管路	根	胶管36*2-2层-2.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：3.4米		液压/高压管路	根	胶管36*2-2层-3.4米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：3.9米		液压/高压管路	根	胶管36*2-2层-3.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1.1米		液压/高压管路	根	胶管36*2-2层-1.1米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：7.5米		液压/高压管路	根	胶管36*2-2层-7.5米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1米		液压/高压管路	根	胶管36*2-2层-1米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1.3米		液压/高压管路	根	胶管36*2-2层-1.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：5.9米		液压/高压管路	根	胶管36*2-2层-5.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：3.3米		液压/高压管路	根	胶管36*2-2层-3.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
骑马卡	定制：是；规格：36；材质：不锈钢；厚度/螺纹：36*2.0		定制件/管夹卡箍	件	订制36不锈钢骑马卡36*2.0	C	由不锈钢骑马卡归一为骑马卡；图纸/用途/尺寸口径缺失
直角接头	加工：是；规格：36*3/36*2		定制件/管路接头	件	加工36*3/36*2直角接头	C	由加工件归一为直角接头；图纸/材质/压力等级缺失
变径接头	规格：25*2/36*2		液压/高压管路	只	25*2/36*2大小头	C	材质/压力等级/螺纹标准缺失，可能影响变径接头SKU区分
管夹	联数：六联；规格：36		管夹/管路固定件	组	六联管夹36	C	材质/安装孔距/型号缺失，可能影响管夹SKU区分
管夹	联数：单管；规格：36		管夹/管路固定件	只	单管夹36	C	材质/安装孔距/型号缺失，可能影响管夹SKU区分
三通接头	螺纹/规格：36*2		液压/高压管路	只	36*2三通	C	材质/压力等级/连接形式缺失，可能影响三通接头SKU区分
对丝接头	螺纹/规格：36*2		液压/高压管路	只	36*2对丝	C	材质/压力等级缺失，可能影响对丝接头SKU区分
泥浆管接头	加工：是；管径：Φ219		定制件/管路接头	件	加工泥浆管接头Φ219	C	图纸/材质/壁厚/连接方式缺失，无法稳定区分泥浆管接头SKU
钢丝绳	加工：扣压；直径/规格：50；长度：3.6米		吊装索具/钢丝绳	根	扣压钢丝绳50*3.6米	C	扣压端头已保留；钢丝绳结构/吊具端头/安全载荷缺失
钢丝绳	加工：扣压；直径/规格：47.5；长度：9米		吊装索具/钢丝绳	根	扣压钢丝绳47.5*9米	C	扣压端头已保留；钢丝绳结构/吊具端头/安全载荷缺失
八字扣头	规格：M52；材质：铝合金		液压/高压管路	只	M52铝合金八字扣头	C	适配胶管规格/连接形式缺失，可能影响八字扣头SKU区分
聚氨酯密封胶	品牌：普赛达；容量：600mL		化工耗材/密封胶	支	普赛达聚氨酯密封胶600mL；普赛达聚氨酯密封胶600ML	C	型号/颜色/固化特性缺失，可能影响密封胶SKU区分
胶枪	品牌：世达		工具/手动工具	把	世达胶枪	C	适配胶筒容量/型号缺失，可能影响胶枪SKU区分
止回阀	材质：304；公称通径：DN25		阀门/止回阀	只	304止回阀DN25	C	压力等级/连接形式缺失，可能影响止回阀SKU区分
胶管总成	螺纹/规格：36*2；层数：2层；长度：8.3米		液压/高压管路	根	胶管36*2-2层-8.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：4.2米		液压/高压管路	根	胶管36*2-2层-4.2米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1.2米		液压/高压管路	根	胶管36*2-2层-1.2米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：7.3米		液压/高压管路	根	胶管36*2-2层-7.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
齿轮油	品牌：长城；包装：18L		油品/润滑油	桶	长城齿轮油18L	C	粘度等级/型号缺失，无法稳定区分齿轮油SKU
对丝接头	规格：1/2		液压/高压管路	只	接头1/2对丝	C	螺纹制式/材质/压力等级缺失，可能影响对丝接头SKU区分
变径接头	规格：1/2-3/4		液压/高压管路	只	变径接头1/2-3/4	C	螺纹制式/材质/压力等级缺失，可能影响变径接头SKU区分
断路器	品牌：施耐德；额定电流：250A；极数：3P		电气/低压电器	套	施耐德断路器250A-3P	C	系列/分断能力/型号缺失，无法稳定区分断路器SKU
钢丝绳润滑脂	品牌：伍尔特；用途：钢丝绳；容量：500mL		油品/润滑脂	瓶	伍尔特钢丝绳黄油500mL	C	别名黄油归一为润滑脂；型号/温度范围缺失
高压直接	螺纹：M32*2；连接：内丝		液压/高压管路	只	m32*2高压内丝直接	C	原始小写m规范为M；材质/压力等级缺失
吊装袋	材质：丙纶纤维；尺寸：3米*3米；载荷：大吨位		吊装索具/吊包	只	大吨位丙纶纤吊包3米*3米	C	载荷仅为大吨位，额定载荷/安全系数/吊点形式缺失
