item_code	item_name	required_specs	optional_specs	item_group	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	governance_note	updated_at
WELD-000029	氧气瓶手推车	适用气体：氧气；特征：加厚		施工机具设备/搬运设备	个			加厚氧气车	WELD-000029 氧气瓶手推车 焊割设备/气瓶搬运 个 适用气体：氧气 特征：加厚 加厚氧气车 氧气 加厚			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1207；purchase_2024_source_rows=1208；draft_sku_id=SKU-DRAFT-001200	缺失规格：规格；整理依据：适配瓶规格/承重缺失，按适用气体和加厚特征先建候选；导入口径：confirm_then_import；重分类：焊割设备/气瓶搬运 -> 施工机具设备/搬运设备；分类置信度：high；氧气瓶手推车是现场气瓶搬运设备。	2026-07-03
WELD-000030	乙炔瓶手推车	适用气体：乙炔；特征：加厚		施工机具设备/搬运设备	个			加厚乙炔车	WELD-000030 乙炔瓶手推车 焊割设备/气瓶搬运 个 适用气体：乙炔 特征：加厚 加厚乙炔车 乙炔 加厚			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1208；purchase_2024_source_rows=1209；draft_sku_id=SKU-DRAFT-001201	缺失规格：规格；整理依据：适配瓶规格/承重缺失，按适用气体和加厚特征先建候选；导入口径：confirm_then_import；重分类：焊割设备/气瓶搬运 -> 施工机具设备/搬运设备；分类置信度：high；乙炔瓶手推车是气瓶搬运设备，旧焊割设备需转施工机具设备。	2026-07-03
ADMIN-000039	记号笔	颜色：白色		清洁办公后勤/办公用品	支			白色记号笔	ADMIN-000039 记号笔 办公耗材/书写用品 支 颜色：白色 白色记号笔 白色			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1209；purchase_2024_source_rows=1210；draft_sku_id=SKU-DRAFT-001202	缺失规格：品牌；规格；整理依据：粗细缺失；原单位为个，书写用品建议统一为支；导入口径：confirm_then_import；重分类：办公耗材/书写用品 -> 清洁办公后勤/办公用品；分类置信度：high；记号笔为办公书写用品，耗材低耗不作分类。	2026-07-03
HW-LOCK-000010	铜挂锁	材质：铜		清洁办公后勤/门窗五金	把			铜锁	HW-LOCK-000010 铜挂锁 五金建材/锁具 把 材质：铜 铜锁 铜			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1210；purchase_2024_source_rows=1211；draft_sku_id=SKU-DRAFT-001203	缺失规格：规格；尺寸；整理依据：规格尺寸缺失，无法区分铜挂锁SKU；导入口径：do_not_import_missing_specs；重分类：五金建材/锁具 -> 清洁办公后勤/门窗五金；分类置信度：high；挂锁归门窗锁具五金。	2026-07-03
CHEM-000084	流量计	公称直径：DN150；材质/衬里：橡胶；类型：自动		工具量具/检测仪器	台			DN150橡胶自动流量计	CHEM-000084 流量计 仪表/流量仪表 台 公称直径：DN150 材质/衬里：橡胶 类型：自动 DN150橡胶自动流量计 DN150 橡胶 自动			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1211；purchase_2024_source_rows=1212；draft_sku_id=SKU-DRAFT-001204	缺失规格：量程；精度；流量；整理依据：原理/量程/精度/输出信号缺失，无法唯一确定流量计SKU；导入口径：do_not_import_missing_specs；重分类：仪表/流量仪表 -> 工具量具/检测仪器；分类置信度：medium；流量计为现场检测计量仪表，归检测仪器。	2026-07-03
TOOL-000190	梅花双用扳手	规格：14		工具量具/手动工具	个			14梅花双用扳手	TOOL-000190 梅花双用扳手 工具/手动工具 个 规格：14 14梅花双用扳手 14			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1212；purchase_2024_source_rows=1213；draft_sku_id=SKU-DRAFT-001205	缺失规格：品牌；长度；整理依据：品牌/长度缺失，按规格和类型先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；梅花双用扳手为手动工具。	2026-07-03
TOOL-000191	铝合金梯子	长度：2.5米；材质：铝合金；特征：加厚		工具量具/登高工具	台			加厚2.5米铝合金梯子	TOOL-000191 铝合金梯子 工具/登高工具 台 长度：2.5米 材质：铝合金 特征：加厚 加厚2.5米铝合金梯子 2.5米 铝合金 加厚			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1213；purchase_2024_source_rows=1214；draft_sku_id=SKU-DRAFT-001206	缺失规格：品牌；型号；规格；尺寸；适用设备；整理依据：承重/节数缺失，可能影响梯子SKU区分；导入口径：do_not_import_missing_specs；重分类：工具/登高工具 -> 工具量具/登高工具；分类置信度：high；新建二级登高工具；定制仅影响尺寸，物料仍为梯子。	2026-07-03
FAST-000054	螺丝组件	规格：M10*55；表面处理：镀锌；成套：是		紧固件与连接件/螺丝	套			M10*55镀锌螺丝	FAST-000054 螺丝组件 紧固件/螺丝 套 规格：M10*55 表面处理：镀锌 成套：是 M10*55镀锌螺丝 M10*55 镀锌 是			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1214；purchase_2024_source_rows=1215；draft_sku_id=SKU-DRAFT-001207	缺失规格：强度等级；头型；整理依据：头型/强度等级缺失，无法稳定区分螺丝组件SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；成套螺丝组件仍属螺丝类紧固件。	2026-07-03
METAL-000085	角码	材质：不锈钢；形状：L型		紧固件与连接件/连接件	个			L不锈钢角码	METAL-000085 角码 五金建材/连接件 个 材质：不锈钢 形状：L型 L不锈钢角码 不锈钢 L型			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1215；purchase_2024_source_rows=1216；draft_sku_id=SKU-DRAFT-001208	缺失规格：尺寸；厚度；整理依据：尺寸/厚度/孔位缺失，无法稳定区分角码SKU；导入口径：do_not_import_missing_specs；重分类：五金建材/连接件 -> 紧固件与连接件/连接件；分类置信度：medium；角码为L形连接固定件，标准表无连接件二级，新增二级。	2026-07-03
MAT-000109	窗户	定制：是；品类：窗户		建筑材料/装饰材料	个			定做窗户	MAT-000109 窗户 定制件/门窗制品 个 定制：是 品类：窗户 定做窗户 是			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1216；purchase_2024_source_rows=1217；draft_sku_id=SKU-DRAFT-001209	缺失规格：材质；尺寸；整理依据：定制件尺寸/材质/开启方式/图纸缺失，无法唯一确定窗户SKU；导入口径：do_not_import_missing_specs；重分类：定制件/门窗制品 -> 建筑材料/装饰材料；分类置信度：medium；定做窗户属于建筑门窗装饰材料，旧定制件口径偏加工属性。	2026-07-03
ADMIN-000040	垃圾袋	规格：待补		清洁办公后勤/清洁耗材	个			垃圾袋	ADMIN-000040 垃圾袋 行政后勤/清洁用品 个 规格：待补 待补			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1217；purchase_2024_source_rows=1218；draft_sku_id=SKU-DRAFT-001210	缺失规格：厚度；整理依据：规格/厚度/包装数量缺失，无法区分垃圾袋SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁耗材；分类置信度：high；垃圾袋是清洁消耗品，旧劳保耗材错误。	2026-07-03
CONST-000018	建筑模板	尺寸：2.44*1.22*1.5；颜色：黑色		建筑材料/模板木方	块			2.44*1.22*1.5黑模板	CONST-000018 建筑模板 建筑材料/模板木方 块 尺寸：2.44*1.22*1.5 颜色：黑色 2.44*1.22*1.5黑模板 2.44*1.22*1.5 黑色			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=1218；purchase_2024_source_rows=1219；draft_sku_id=SKU-DRAFT-001211	缺失规格：厚度；整理依据：厚度单位需确认，按原尺寸和颜色先建候选；导入口径：confirm_then_import	2026-07-03
PIPE-000258	PPR管	品牌：公元；公称直径：DN200；材质：PPR		管材管件阀门/管材	米			DN200公元PPR管	PIPE-000258 PPR管 PPR管材/管 米 品牌：公元 公称直径：DN200 材质：PPR DN200公元PPR管 公元 DN200 PPR	公元		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1219；purchase_2024_source_rows=1220；draft_sku_id=SKU-DRAFT-001212	缺失规格：压力等级；壁厚；整理依据：压力等级/壁厚缺失，可能影响PPR管SKU区分；导入口径：do_not_import_missing_specs；重分类：PPR管材/管 -> 管材管件阀门/管材；分类置信度：high；样例均为PPR管材，旧工程材料/PPR管件有误。	2026-07-03
TOOL-000192	混凝土试模	规格：待补		工具量具/检测仪器	个			混凝土试模	TOOL-000192 混凝土试模 工具/检测模具 个 规格：待补 待补			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1220；purchase_2024_source_rows=1221；draft_sku_id=SKU-DRAFT-001213	缺失规格：执行标准；尺寸；整理依据：尺寸/执行标准缺失，无法稳定区分混凝土试模SKU；导入口径：do_not_import_missing_specs；重分类：工具/检测模具 -> 工具量具/检测仪器；分类置信度：high；混凝土试模用于试验检测，归检测仪器。	2026-07-03
SAFE-000081	救生衣	规格：待补		劳保防护/身体防护	件			救生衣	SAFE-000081 救生衣 安全防护/水域防护 件 规格：待补 待补			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1221；purchase_2024_source_rows=1222；draft_sku_id=SKU-DRAFT-001214	缺失规格：执行标准；整理依据：浮力等级/尺码/执行标准缺失，无法稳定区分救生衣SKU；导入口径：do_not_import_missing_specs；重分类：安全防护/水域防护 -> 劳保防护/身体防护；分类置信度：high；救生衣是人员身体防护用品。	2026-07-03
SPARE-000107	机械密封	规格：50		设备备件/通用机械备件	套			50机械密封	SPARE-000107 机械密封 备品备件/密封件 套 规格：50 50机械密封 50			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1222；purchase_2024_source_rows=1223；draft_sku_id=SKU-DRAFT-001215	缺失规格：型号；材质；整理依据：材质/适配泵型号缺失，规格50不足以稳定区分机械密封SKU；导入口径：do_not_import_missing_specs；重分类：备品备件/密封件 -> 设备备件/通用机械备件；分类置信度：high；机械密封是设备通用维修备件。	2026-07-03
TOOL-000193	美工刀	类型：美工刀		工具量具/手动工具	个			美工刀	TOOL-000193 美工刀 工具/刀具 个 类型：美工刀			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1223；purchase_2024_source_rows=1224；draft_sku_id=SKU-DRAFT-001216	缺失规格：品牌；宽度；整理依据：刀片宽度/品牌缺失，无法稳定区分美工刀SKU；导入口径：do_not_import_missing_specs；重分类：工具/刀具 -> 工具量具/手动工具；分类置信度：high；美工刀为手动切割工具。	2026-07-03
CHEM-000085	防锈润滑剂	型号：DM40；功能：防锈润滑		化工胶粘涂料/润滑剂	支			DM40防锈润滑剂	CHEM-000085 防锈润滑剂 化工耗材/润滑剂 支 型号：DM40 功能：防锈润滑 DM40防锈润滑剂 DM40 防锈润滑		DM40	candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1224；purchase_2024_source_rows=1225；draft_sku_id=SKU-DRAFT-001217	缺失规格：品牌；容量；整理依据：品牌/容量缺失，无法稳定区分防锈润滑剂SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/润滑剂 -> 化工胶粘涂料/润滑剂；分类置信度：high；防锈润滑剂属润滑防护化工材料。	2026-07-03
TOOL-000194	铝合金梯子	定制：是；长度：4米；材质：铝合金；特征：加厚		工具量具/登高工具	个			定做4米加厚铝合金梯子	TOOL-000194 铝合金梯子 定制件/工具治具 个 定制：是 长度：4米 材质：铝合金 特征：加厚 定做4米加厚铝合金梯子 是 4米 铝合金 加厚			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1225；purchase_2024_source_rows=1226；draft_sku_id=SKU-DRAFT-001218	缺失规格：品牌；型号；规格；尺寸；适用设备；整理依据：定制件承重/节数/图纸缺失，无法唯一确定梯子SKU；导入口径：do_not_import_missing_specs；重分类：定制件/工具治具 -> 工具量具/登高工具；分类置信度：high；新建二级登高工具；定制仅影响尺寸，物料仍为梯子。	2026-07-03
SAFE-000082	焊接面罩	用途：焊接		劳保防护/眼面防护	个			焊接面罩	SAFE-000082 焊接面罩 劳保耗材/眼面防护 个 用途：焊接 焊接			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1226；purchase_2024_source_rows=1227；draft_sku_id=SKU-DRAFT-001219	缺失规格：类型；材质；规格；安全等级；认证标准；整理依据：手持/头戴/滤光等级缺失，无法稳定区分焊接面罩SKU；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊接面罩是人员眼面防护用品，劳保耗材旧口径不保留。	2026-07-03
METAL-000086	离心机钢板	加工：是；适用设备：离心机；材质：钢板		定制加工件/金属加工件	个			加工离心机钢板	METAL-000086 离心机钢板 定制件/设备加工件 个 加工：是 适用设备：离心机 材质：钢板 加工离心机钢板 是 离心机 钢板			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1227；purchase_2024_source_rows=1228；draft_sku_id=SKU-DRAFT-001220	缺失规格：尺寸；整理依据：定制加工件尺寸/材质牌号/图纸缺失，无法唯一确定SKU；导入口径：do_not_import_missing_specs；重分类：定制件/设备加工件 -> 定制加工件/金属加工件；分类置信度：high；加工离心机钢板为非标金属加工件。	2026-07-03
FAST-000055	螺丝	规格：M27*100		紧固件与连接件/螺丝	个			M27*100螺丝	FAST-000055 螺丝 紧固件/螺丝 个 规格：M27*100 M27*100螺丝 M27*100			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=1228；purchase_2024_source_rows=1229；draft_sku_id=SKU-DRAFT-001221	缺失规格：材质；强度等级；头型；整理依据：头型/强度等级/材质缺失，无法稳定区分螺丝SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝 -> 紧固件与连接件/螺丝；分类置信度：high；样例均为各规格螺丝，五金备件旧口径过宽。	2026-07-03
