item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
METAL-000042	METAL-000042	1	钢丝绳铝扣	钢丝绳铝扣 通用	材质：铝；适用钢丝绳直径：6-12mm；用途：扣压	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	个	1.33	CNY	按个估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	适用直径范围补齐为6-12mm	钢丝绳铝扣			钢丝绳铝扣	钢丝绳铝扣	材质：铝；用途：钢丝绳扣压	个	2026-07-08
METAL-000043	METAL-000043	1	角钢	角钢 40*40*5 碳钢	规格：40*40*5；材质：碳钢	金属材料/型钢	金属材料	型钢	型钢	米	50.00	CNY	按米计价，参考碳钢角钢市场价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质碳钢为常见默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	40*40*5国标角铁；角钢；40*5角铁；角铁40*40			角钢	角钢 40*40*5	规格：40*40*5；材质：碳钢	米	2026-07-08
METAL-000045	METAL-000045	1	球阀	球阀 80 不锈钢 加厚	材质：不锈钢；规格/口径：DN80；特征：加厚	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	626.25	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	口径80按DN80补齐	埃美柯80加厚不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 80 不锈钢 加厚	材质：不锈钢；规格：80；特征：加厚	个	2026-07-08
METAL-000046	METAL-000046	1	窗	铝合金窗 定制	材质：铝合金；定制：是；尺寸：需双方确认	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	套	1040.00	CNY	按定制铝合金窗每套估价，单位套；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	尺寸未指定，按常见1200x1500mm补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	定做铝合金窗；铝合金窗			窗	铝合金窗	材质：铝合金；定制：是	套	2026-07-08
METAL-000047	METAL-000047	1	窗护栏	不锈钢窗护栏 定制	材质：不锈钢；定制：是；尺寸：需双方确认	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	套	832.00	CNY	按定制不锈钢窗护栏每套估价，单位套；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	尺寸按常见窗户尺寸1.5x1.5m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢窗护栏			窗护栏	窗护栏 不锈钢	材质：不锈钢；定制尺寸：需双方确认	套	2026-07-08
METAL-000048	METAL-000048	1	槽钢	槽钢 10#厚 Q235B	规格：10#；材质：Q235B；特征：厚	金属材料/型钢	金属材料	型钢	型钢	米	100.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235B补齐	10#厚槽钢；槽钢			槽钢	槽钢 10#（厚）	规格：10#；材质：Q235B；特征：厚	米	2026-07-08
METAL-000049	METAL-000049	1	钢丝绳	钢丝绳 不锈钢 6mm	材质：不锈钢；直径：6mm；结构：7×19	吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	米	8.83	CNY	按米估价；按物料族“钢丝绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.2084；金额按四舍五入保留两位小数。	直径和结构按常见不锈钢钢丝绳补齐为6mm和7×19	不锈钢钢丝绳			钢丝绳	钢丝绳 不锈钢	材质：不锈钢	米	2026-07-08
METAL-000050	METAL-000050	1	水龙头	不锈钢水龙头 单冷	材质：不锈钢；控制：单冷；接口：4分	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	121.50	CNY	常见不锈钢单冷水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐控制类型和接口；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢水龙头			水龙头	不锈钢水龙头	材质：不锈钢	个	2026-07-08
METAL-000051	METAL-000051	1	球阀	球阀 50 不锈钢 加厚	材质：不锈钢；规格/口径：DN50；特征：加厚	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	417.50	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	口径50按DN50补齐	埃美柯50加厚不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 50 不锈钢 加厚	材质：不锈钢；规格：50；特征：加厚	个	2026-07-08
METAL-000052	METAL-000052	1	扁钢	扁钢 40*4 Q235	规格：40*4mm；材质：Q235	金属材料/型钢	金属材料	型钢	型钢	米	37.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	40*4扁铁；扁钢			扁钢	扁钢 40*4	规格：40*4；材质：Q235	米	2026-07-08
METAL-000053	METAL-000053	1	合页	不锈钢合页 110mm	材质：不锈钢；规格/尺寸：110mm	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	付	18.00	CNY	按付估价；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	单位从副改为付，统一单位	110不锈钢合页；不锈钢合页			合页	不锈钢合页 110mm	材质：不锈钢；规格/尺寸：110mm	副	2026-07-08
METAL-000054	METAL-000054	1	球阀	球阀 80 不锈钢 厚	材质：不锈钢；规格/口径：DN80；特征：厚	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	584.50	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	口径80按DN80补齐	埃美柯80不锈钢厚球阀；不锈钢球阀	埃美柯		球阀	球阀 80 不锈钢 厚	材质：不锈钢；规格：80；特征：厚	个	2026-07-08
METAL-000055	METAL-000055	1	骑马卡	骑马卡 DN40 不锈钢	材质：不锈钢；公称直径：DN40	紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	7.29	CNY	按个估价，DN40不锈钢骑马卡市场价约3元/个；按物料族“管卡/抱箍”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.4286；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	40不锈钢骑马卡；不锈钢骑马卡			骑马卡	骑马卡 DN40 不锈钢	材质：不锈钢；公称直径：DN40	个	2026-07-08
METAL-000056	METAL-000056	1	板件	板件 400×1000×30mm	材质：钢板；尺寸：400×1000×30mm；加工：切割	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	62.50	CNY	按块估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	定做加工400*1000*30钢板；定制钢板			板件	板件 400*1000*30mm	材质：钢板；尺寸：400*1000*30mm	块	2026-07-08
METAL-000058	METAL-000058	1	冲孔板件	冲孔板件 250×250×3 不锈钢	材质：不锈钢；尺寸：250×250×3mm；加工：冲孔	定制加工件/定制板牌件	定制加工件	定制板牌件	定制板牌件	块	18.75	CNY	按块估价；按物料族“定制板牌件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2500；金额按四舍五入保留两位小数。	无需补齐	250*250*3不锈钢加工冲孔；冲孔不锈钢板			冲孔板件	冲孔板件 250*250*3 不锈钢	尺寸：250*250*3mm；材质：不锈钢；加工：冲孔	块	2026-07-08
METAL-000059	METAL-000059	1	扁钢	扁钢 80*6 Q235	规格：80*6mm；材质：Q235	金属材料/型钢	金属材料	型钢	型钢	米	75.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	80*6扁铁；扁钢			扁钢	扁钢 80*6	规格：80*6；材质：Q235	米	2026-07-08
METAL-000060	METAL-000060	1	槽钢	槽钢 10# Q235B	规格：10#；材质：Q235B	金属材料/型钢	金属材料	型钢	型钢	米	87.50	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235B补齐	10#国标槽钢；槽钢；10号槽钢；10#槽钢；10#型槽钢；槽钢10#			槽钢	槽钢 10#	规格：10#；材质：Q235B	米	2026-07-08
METAL-000061	METAL-000061	1	工字钢	工字钢 20# Q235	规格：20#；材质：Q235	金属材料/型钢	金属材料	型钢	型钢	米	125.00	CNY	按每米估价；按物料族“型钢”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.5000；金额按四舍五入保留两位小数。	材质按常见Q235补齐	20工字钢；工字钢			工字钢	工字钢 20#	规格：20#；材质：Q235	米	2026-07-08
METAL-000062	METAL-000062	1	卡槽	不锈钢卡槽	材质：不锈钢	紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	米	12.14	CNY	按米估价，不锈钢卡槽市场价约5元/米；按物料族“管卡/抱箍”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.4286；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	不锈钢卡槽			卡槽	不锈钢卡槽	材质：不锈钢	米	2026-07-08
METAL-000063	METAL-000063	1	花纹钢板	花纹钢板 5mm 1.26m*6m	厚度：5mm；尺寸：1.26m*6m；材质：Q235B	金属材料/钢板/板材	金属材料	钢板/板材	钢板/板材	张	1933.35	CNY	按张计价，参考花纹钢板市场价；按物料族“钢板/板材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=3.8667；金额按四舍五入保留两位小数。	材质Q235B为常见默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	5mm花纹钢板；花纹钢板			花纹钢板	花纹钢板 5mm 1.26m*6m	厚度：5mm；尺寸：1.26m*6m；材质：Q235B	张	2026-07-08
METAL-000064	METAL-000064	1	螺纹钢	螺纹钢 22mm HRB400 12m	直径：22mm；牌号：HRB400；长度：12m	金属材料/钢筋/线材	金属材料	钢筋/线材	钢筋/线材	条	155.00	CNY	按条计价，每条约12米，参考螺纹钢市场价；按物料族“钢筋/线材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5500；金额按四舍五入保留两位小数。	牌号HRB400、长度12m按常见规格补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	22钢筋；螺纹钢筋			螺纹钢	螺纹钢 22mm	直径：22mm；牌号：HRB400（推断）；长度：12m（推断）	条	2026-07-08
METAL-000065	METAL-000065	1	控制箱	控制箱 不锈钢	材质：不锈钢；定制：是；尺寸：需双方确认	定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	套	1664.00	CNY	按定制不锈钢控制箱每套估价，单位套；按物料族“定制结构件”抽样复核中位数调整；样本数=3；可靠性=low；调整系数=2.0800；金额按四舍五入保留两位小数。	尺寸未指定，按常见600x400x200mm补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	定做不锈钢控制箱；不锈钢控制箱			控制箱	控制箱 不锈钢	材质：不锈钢	套	2026-07-08
METAL-000066	METAL-000066	1	球阀	球阀 DN50 不锈钢	材质：不锈钢；规格/口径：DN50	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	334.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	50埃美柯不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 DN50 不锈钢	材质：不锈钢；规格/口径：DN50	个	2026-07-08
METAL-000067	METAL-000067	1	铁丝	铁丝 14# 散装	规格/号数：14#	金属材料/钢筋/线材	金属材料	钢筋/线材	钢筋/线材	千克	10.85	CNY	按千克计价，参考铁丝市场价；按物料族“钢筋/线材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5500；金额按四舍五入保留两位小数。	原单位KG保留，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	铁丝；铁丝14#；14号铁丝；14铁丝；14#铁丝			铁丝	铁丝 14#	规格/号数：14#	KG	2026-07-08
METAL-000068	METAL-000068	1	球阀	球阀 DN80 不锈钢	材质：不锈钢；规格/口径：DN80	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	668.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	80埃美柯不锈钢球阀；不锈钢球阀	埃美柯		球阀	球阀 DN80 不锈钢	材质：不锈钢；规格/口径：DN80	个	2026-07-08
METAL-000069	METAL-000069	1	止回阀	止回阀 DN80 不锈钢	材质：不锈钢；公称直径：DN80；连接方式：法兰	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	835.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	连接方式按常见法兰连接补齐	80埃美柯不锈钢单向阀；不锈钢单向阀	埃美柯		止回阀	止回阀 DN80 不锈钢	材质：不锈钢；公称直径：DN80	个	2026-07-08
METAL-000070	METAL-000070	1	不锈钢螺丝	不锈钢螺丝 M5.5*32	规格/口径：M5.5*32；材质：不锈钢；表面处理：本色	紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个	0.60	CNY	按单个市场估价；按物料族“螺丝/螺栓”抽样复核中位数调整；样本数=11；可靠性=medium；调整系数=1.2000；金额按四舍五入保留两位小数。	补充了表面处理：本色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	M5.5*32不锈钢螺丝；不锈钢螺丝；螺丝			不锈钢螺丝	不锈钢螺丝 M5.5*32	规格/口径：M5.5*32；材质：不锈钢	个	2026-07-08
METAL-000071	METAL-000071	1	刀阀	不锈钢刀阀 DN150 PN16	材质：不锈钢；公称直径：DN150；压力等级：PN16；连接方式：对夹式	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	835.00	CNY	按DN150不锈钢刀阀PN16每个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	补充压力等级PN16和对夹式为常见规格；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	150不锈钢刀阀；不锈钢刀阀；DN150刀阀；刀阀			刀阀	不锈钢刀阀 DN150	材质：不锈钢；公称直径：DN150；压力等级：PN16；连接方式：对夹式	个	2026-07-08
METAL-000073	METAL-000073	1	抱箍	抱箍 325 不锈钢 双卡	材质：不锈钢；规格/口径：DN325；型式：双卡	紧固件与连接件/管卡/抱箍	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	48.57	CNY	按个估价，DN325不锈钢双卡抱箍市场价约20元/个；按物料族“管卡/抱箍”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.4286；金额按四舍五入保留两位小数。	口径补齐为DN325；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	325双卡抱箍 不锈钢；325不锈钢双卡抱箍；不锈钢双卡抱箍			抱箍	抱箍 325 不锈钢 双卡	材质：不锈钢；规格/口径：325；型式：双卡	个	2026-07-08
